Frame,Left Hip X,Left Hip Y,Right Hip X,Right Hip Y
0,0.6015307903289795,1.3749786615371704,0.3828222453594208,1.3742649555206299
3,0.6068705320358276,1.3740321397781372,0.38735052943229675,1.3724614381790161
6,0.6079614162445068,1.3728066682815552,0.3886948823928833,1.369130253791809
9,0.6090106964111328,1.3711631298065186,0.3896813988685608,1.3684144020080566
12,0.608162522315979,1.370786190032959,0.38902708888053894,1.3697988986968994
15,0.6075725555419922,1.3715277910232544,0.3876071572303772,1.3698824644088745
18,0.6063332557678223,1.3704495429992676,0.38525280356407166,1.3677237033843994
21,0.6065356731414795,1.3660598993301392,0.3850908875465393,1.3617655038833618
24,0.6258523464202881,1.3755804300308228,0.3999853730201721,1.3732872009277344
27,0.6245986223220825,1.3812177181243896,0.40120092034339905,1.3767489194869995
30,0.6232885122299194,1.393187403678894,0.39774709939956665,1.3805574178695679
33,0.6244988441467285,1.3974112272262573,0.39459601044654846,1.385749340057373
36,0.6221278309822083,1.3993170261383057,0.3879842460155487,1.3883318901062012
39,0.6231234669685364,1.4011279344558716,0.38777491450309753,1.391206979751587
42,0.6239149570465088,1.3977923393249512,0.3887575566768646,1.390884518623352
45,0.6296910047531128,1.3974921703338623,0.39401745796203613,1.3923622369766235
48,0.6239823698997498,1.3975359201431274,0.39046159386634827,1.3916263580322266
51,0.6217651963233948,1.3974045515060425,0.38841700553894043,1.3912297487258911
54,0.6160425543785095,1.4010990858078003,0.38339516520500183,1.3935458660125732
57,0.6094445586204529,1.4025311470031738,0.37758851051330566,1.3934301137924194
60,0.6109415888786316,1.3979213237762451,0.37863633036613464,1.3862420320510864
63,0.6120798587799072,1.4004002809524536,0.37786945700645447,1.3873385190963745
66,0.6113137602806091,1.4035556316375732,0.37438780069351196,1.3908637762069702
69,0.6121140718460083,1.4162741899490356,0.3736468553543091,1.3994388580322266
72,0.614292323589325,1.4182881116867065,0.3730526268482208,1.4011785984039307
75,0.6146022081375122,1.4174531698226929,0.375423401594162,1.4002662897109985
78,0.614239513874054,1.41118323802948,0.3747960329055786,1.3926953077316284
81,0.6186864972114563,1.4095213413238525,0.38253888487815857,1.3985896110534668
84,0.6198582053184509,1.4090771675109863,0.3834148049354553,1.4005178213119507
87,0.6242579221725464,1.413632869720459,0.3843928873538971,1.4051064252853394
90,0.6440640091896057,1.4048012495040894,0.4163808822631836,1.4069255590438843
93,0.6432374715805054,1.401498794555664,0.4144904613494873,1.4051148891448975
96,0.651061475276947,1.4051941633224487,0.4222244322299957,1.4092075824737549
99,0.6524002552032471,1.4061036109924316,0.42123109102249146,1.4094555377960205
102,0.6540200114250183,1.408012866973877,0.42143410444259644,1.412427544593811
105,0.6622809767723083,1.4196302890777588,0.42521533370018005,1.4276636838912964
108,0.6632431149482727,1.4232137203216553,0.4264639914035797,1.42836332321167
111,0.6600037813186646,1.422680377960205,0.4237011969089508,1.4247461557388306
114,0.6408093571662903,1.4198989868164062,0.40980881452560425,1.4187159538269043
117,0.6362847089767456,1.4161369800567627,0.4079919755458832,1.4151495695114136
120,0.6349614858627319,1.4072175025939941,0.40929538011550903,1.4032918214797974
123,0.632156252861023,1.406114935874939,0.40399613976478577,1.400795578956604
126,0.6282525062561035,1.4073126316070557,0.39983606338500977,1.4012657403945923
129,0.6189984679222107,1.4032422304153442,0.3887173533439636,1.3916900157928467
132,0.618484616279602,1.407364010810852,0.3876827359199524,1.395095944404602
135,0.6243723630905151,1.426666498184204,0.38726329803466797,1.417870044708252
138,0.6313896775245667,1.4323325157165527,0.3939383924007416,1.4233765602111816
141,0.6255327463150024,1.4350978136062622,0.38801899552345276,1.4250235557556152
144,0.6287305951118469,1.434110164642334,0.3896462321281433,1.4261928796768188
147,0.632007360458374,1.4341883659362793,0.39268583059310913,1.4281407594680786
150,0.6370576620101929,1.4381070137023926,0.3952710032463074,1.4316096305847168
153,0.6390039920806885,1.4373842477798462,0.3997494578361511,1.4309488534927368
156,0.6386830806732178,1.4382511377334595,0.40189871191978455,1.4326460361480713
159,0.6359196305274963,1.4421480894088745,0.39810189604759216,1.4360291957855225
162,0.6354167461395264,1.447418212890625,0.3970312178134918,1.4438698291778564
165,0.6292870044708252,1.4447983503341675,0.39516881108283997,1.4440691471099854
168,0.6291016340255737,1.421838641166687,0.40545541048049927,1.4349548816680908
171,0.6289588809013367,1.431665062904358,0.40980154275894165,1.438188910484314
174,0.6387817859649658,1.410868525505066,0.4246348738670349,1.4190878868103027
177,0.6441073417663574,1.397382140159607,0.42593616247177124,1.4036160707473755
180,0.6391385793685913,1.3934444189071655,0.4204818308353424,1.400254726409912
183,0.6396889686584473,1.3513339757919312,0.4227966368198395,1.3634874820709229
186,0.6453802585601807,1.347426176071167,0.42118963599205017,1.3502978086471558
189,0.6388229131698608,1.3673229217529297,0.40097957849502563,1.3677986860275269
192,0.6575064659118652,1.3676719665527344,0.4141024947166443,1.3748801946640015
195,0.6658694744110107,1.3899140357971191,0.4018170237541199,1.4083797931671143
198,0.6391633152961731,1.3967208862304688,0.3861660659313202,1.4064019918441772
201,0.6416894197463989,1.39344322681427,0.3857017457485199,1.3992866277694702
204,0.6372124552726746,1.4181725978851318,0.36709707975387573,1.414613127708435
207,0.6298267245292664,1.400780439376831,0.37074512243270874,1.4063657522201538
210,0.6428069472312927,1.3564050197601318,0.4016410708427429,1.4075138568878174
213,0.6793675422668457,1.3158378601074219,0.44509100914001465,1.3717067241668701
216,0.6893867254257202,1.3144489526748657,0.44300633668899536,1.3659268617630005
219,0.6895807981491089,1.397474765777588,0.4018329679965973,1.4066747426986694
222,0.6878959536552429,1.4484096765518188,0.39106374979019165,1.4519520998001099
225,0.6756801605224609,1.465848445892334,0.3939526677131653,1.471758246421814
228,0.6635168790817261,1.4681583642959595,0.3815698027610779,1.4660369157791138
231,0.6644047498703003,1.4720908403396606,0.3821218013763428,1.4685044288635254
234,0.6603699922561646,1.4818257093429565,0.3798733055591583,1.472586750984192
237,0.6603240370750427,1.4933818578720093,0.3799454867839813,1.4832578897476196
240,0.6552792191505432,1.4941802024841309,0.3771995007991791,1.484025478363037
243,0.6679190993309021,1.4967273473739624,0.3835240602493286,1.4839903116226196
246,0.6671139001846313,1.4947155714035034,0.37891051173210144,1.4811362028121948
249,0.6672341823577881,1.4901244640350342,0.3786948323249817,1.4770504236221313
252,0.6756513714790344,1.4803338050842285,0.38699033856391907,1.4758356809616089
